,,,,,,,socialGroupsFakeID,,,,,,,,,,,,,,,,,,,,
5916,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5917,013d1cd1886ef89b1724,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,4368b27b6319b2838847,5c2a80623716ba638b66,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5918,67fedf983e97ed1b3a7d,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5919,b3f83a7117514ff7b936,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5920,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5921,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5922,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,c154296390d5f4e08743,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5923,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5924,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5925,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5926,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5927,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5928,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5929,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5930,f626ab68ea783220f0be,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5931,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5932,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5933,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5934,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5935,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5936,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5937,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5938,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5939,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5940,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5942,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5943,86c3cc68793538ff0262,155cbddf5e2f370d3e73,155cbddf5e2f370d3e73,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5944,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5945,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5946,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5947,ef53d5487f6823bc96d9,cbe3f55a87feb60ce62d,155cbddf5e2f370d3e73,47239fe7c316064a02df,c154296390d5f4e08743,d3d300d7d75909d7cd5a,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5948,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,47239fe7c316064a02df,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5949,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5950,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5951,86c3cc68793538ff0262,155cbddf5e2f370d3e73,155cbddf5e2f370d3e73,4368b27b6319b2838847,,d3d300d7d75909d7cd5a,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5952,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5953,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5954,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5955,013d1cd1886ef89b1724,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5956,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5957,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5958,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5959,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,c154296390d5f4e08743,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5960,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5961,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5962,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5963,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5964,013d1cd1886ef89b1724,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5965,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5966,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5967,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5968,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5969,d41179f3013cffd3d95f,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,47239fe7c316064a02df,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5971,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5972,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5973,ef53d5487f6823bc96d9,cbe3f55a87feb60ce62d,155cbddf5e2f370d3e73,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5974,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5975,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5976,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5977,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5978,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5979,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5980,ef53d5487f6823bc96d9,cbe3f55a87feb60ce62d,155cbddf5e2f370d3e73,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5981,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5982,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5983,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5984,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5985,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5986,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,,d867152fa91872dc8e0b,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5987,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5988,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5989,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5990,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5991,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,322c6a8eda73ee25f587,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5992,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5993,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5994,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5995,f6b196574023b5f777c9,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5996,d41179f3013cffd3d95f,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5997,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,47239fe7c316064a02df,c154296390d5f4e08743,7f9669579f8d9f5d7d6d,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5998,013d1cd1886ef89b1724,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5999,ef53d5487f6823bc96d9,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6001,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6002,b3f83a7117514ff7b936,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6003,86c3cc68793538ff0262,155cbddf5e2f370d3e73,155cbddf5e2f370d3e73,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6004,67fedf983e97ed1b3a7d,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6005,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6006,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6007,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6008,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6009,f6b196574023b5f777c9,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6010,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,47239fe7c316064a02df,f5cec24e1ffaa7f88858,7f9669579f8d9f5d7d6d,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6012,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6014,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6015,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6016,1afa2de20ffbf924b8aa,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,b540843d19967f2c8b42,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6017,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6018,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6019,f626ab68ea783220f0be,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6020,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,7f9669579f8d9f5d7d6d,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6021,67fedf983e97ed1b3a7d,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,47239fe7c316064a02df,c154296390d5f4e08743,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6022,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6023,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6024,d41179f3013cffd3d95f,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6025,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,c154296390d5f4e08743,7f9669579f8d9f5d7d6d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
